userId,negative_samples
526,"[3504, 4819, 7895, 3002, 3888, 5522, 5477, 4205, 3076, 2853, 1148, 5753, 168, 8210, 7925, 5973, 8361, 8315, 8994, 3375, 7469, 2963, 5220, 4604, 3731, 6731, 6605, 1151, 6217, 2338, 8294, 8630, 5910, 5398, 5122, 2274, 5757, 5586, 6456, 498, 7322, 8650, 6940, 3873, 2192, 2270, 5423, 4397, 5851, 7137, 7104, 8626, 2071, 7879, 6311, 665, 4528, 8790, 1051, 421, 8833, 3261, 1211, 1759, 1206, 3285, 1501, 7500, 6985, 7610, 1845, 5419, 3294, 4571, 2259, 1234, 2591, 198, 3157, 5315, 5595, 5765, 7697, 3361, 4375, 8384, 5554, 2806, 6922, 8892, 2252, 8272, 7316, 6691, 6741, 965, 8879, 7844, 7154]"
527,"[2008, 834, 266, 3671, 8776, 8133, 6032, 7569, 8922, 1675, 4272, 4416, 798, 5416, 4906, 678, 8153, 3908, 3300, 3804, 6169, 430, 6615, 2497, 8320, 6745, 9024, 7350, 10, 3042, 1068, 7937, 5112, 7053, 6643, 6412, 5229, 5720, 662, 6024, 5520, 8490, 3156, 3825, 1088, 5347, 8478, 2060, 836, 3186, 1917, 3636, 7439, 919, 1985, 1676, 99, 3683, 1823, 8845, 123, 6864, 9049, 554, 5922, 8376, 1502, 6022, 42, 3539, 769, 8131, 5800, 5882, 6439, 6397, 808, 3079, 6432, 6034, 116, 8990, 98, 534, 6937, 3111, 4495, 6978, 1638, 771, 6203, 5463, 4317, 1306, 6595, 7631, 7407, 4400, 5390]"
528,"[8844, 3477, 6655, 7934, 4582, 1767, 3724, 6071, 535, 3728, 4926, 7911, 2767, 1786, 8439, 4758, 7751, 8692, 6841, 4321, 1596, 4637, 7421, 8338, 1251, 8226, 4813, 5304, 3952, 415, 3822, 1118, 8884, 1680, 2254, 2647, 89, 6962, 5782, 4791, 3476, 892, 3924, 3080, 4614, 7913, 7886, 7793, 2940, 6161, 3000, 7412, 2778, 4164, 170, 2569, 1605, 2941, 7317, 8465, 4208, 4866, 8583, 1228, 7523, 7418, 690, 2441, 7918, 1289, 1061, 1890, 2345, 8100, 4993, 3485, 5163, 6169, 6934, 6149, 45, 2319, 5879, 2918, 2866, 17, 140, 2261, 5672, 2679, 2654, 3286, 7752, 3557, 3265, 222, 8886, 2190, 5307]"
529,"[2440, 8417, 7783, 7322, 1705, 1526, 7029, 6414, 1901, 7338, 3581, 4577, 6891, 8342, 5802, 6664, 1868, 4091, 6712, 8813, 5545, 7479, 1064, 5831, 4973, 1829, 6968, 2296, 1381, 1038, 4016, 6795, 8207, 8449, 5847, 2460, 206, 6739, 1698, 2391, 6087, 8613, 3007, 3564, 3759, 5200, 6277, 1617, 3656, 4738, 7147, 3469, 5300, 1354, 6973, 5418, 5121, 2117, 1090, 3542, 2597, 5299, 8871, 7071, 8774, 3320, 1124, 8413, 1484, 4978, 1956, 2568, 1914, 3012, 351, 6984, 6999, 6225, 6515, 6003, 7347, 3904, 180, 4959, 2485, 8030, 2009, 6542, 1057, 1892, 7977, 412, 3815, 1067, 2301, 3103, 2788, 4190, 4033]"
530,"[562, 4147, 2437, 5677, 4766, 8530, 7850, 2354, 8167, 7202, 8879, 1128, 6281, 2853, 6037, 2882, 4123, 3357, 8795, 1314, 8210, 5722, 6886, 5265, 7170, 2071, 438, 4679, 7960, 3268, 2357, 2570, 7477, 8850, 7148, 3115, 4529, 767, 2912, 3235, 4378, 8212, 7909, 7301, 2116, 1500, 5757, 1290, 4550, 4662, 7043, 8179, 8191, 4242, 514, 7939, 4526, 1855, 3028, 710, 6364, 8132, 4074, 6612, 5790, 6309, 234, 8678, 1355, 2578, 1568, 5676, 7236, 3199, 8989, 8930, 7959, 1657, 7014, 3467, 2928, 3535, 6705, 6518, 3338, 1993, 178, 4104, 5920, 6501, 6100, 4733, 1443, 8677, 1, 4617, 7867, 1792, 6025]"
531,"[3350, 1531, 6139, 4653, 5862, 6385, 6141, 1071, 3348, 6409, 7352, 4717, 3861, 7851, 8278, 1378, 4974, 3674, 4266, 5224, 5743, 2188, 6151, 6796, 3983, 4168, 8452, 4824, 166, 8284, 2111, 4366, 4090, 8188, 5600, 7301, 8543, 1632, 5724, 856, 5553, 8353, 4855, 5404, 5620, 5012, 6390, 1927, 3780, 6456, 3185, 1224, 2153, 2436, 3666, 765, 8884, 8187, 353, 7103, 1141, 1170, 1872, 5206, 858, 8389, 4516, 2298, 2413, 6448, 5852, 2450, 8297, 6285, 428, 3479, 8735, 345, 2065, 8733, 8516, 1717, 4401, 8552, 6955, 6635, 8933, 4802, 6820, 5324, 6117, 7607, 3669, 1778, 4412, 2896, 5419, 5320, 8207]"
532,"[8475, 2552, 5946, 1828, 1703, 2331, 3705, 5070, 8310, 3958, 148, 8770, 2710, 7641, 7724, 5929, 7498, 8815, 8459, 8478, 3208, 3549, 5048, 8321, 7824, 5205, 6727, 4187, 7951, 1882, 8538, 8703, 2395, 427, 485, 8297, 1254, 8598, 4236, 3877, 6320, 6961, 8959, 7585, 5159, 1842, 415, 3390, 4375, 8500, 2109, 4638, 4895, 4332, 5379, 3389, 7221, 7835, 7879, 489, 1141, 7115, 6470, 3963, 6129, 8530, 3103, 1016, 2886, 7698, 1509, 6669, 85, 5801, 1298, 7963, 6072, 1419, 2443, 6336, 3293, 6357, 4569, 8802, 3321, 5794, 1428, 5968, 3855, 5188, 8464, 4515, 6232, 8801, 6165, 2206, 8673, 2829, 7268]"
533,"[778, 619, 6363, 2889, 4969, 4157, 401, 702, 3738, 5793, 8445, 5982, 7058, 6501, 7433, 7032, 7221, 5331, 2478, 3204, 4508, 321, 7062, 4410, 8082, 1416, 4145, 6818, 4000, 3019, 2548, 5160, 6867, 2987, 8254, 2159, 5285, 1672, 5873, 8165, 8325, 3153, 8111, 2596, 2091, 1852, 2974, 8568, 8113, 8052, 7306, 4252, 1927, 2730, 3083, 5032, 6089, 3512, 4025, 6362, 6799, 7054, 8014, 5386, 5080, 4325, 3074, 2111, 3962, 4813, 5627, 4443, 1598, 5275, 2183, 7402, 4673, 8318, 7042, 3161, 5153, 6975, 5083, 6244, 3172, 3886, 8857, 2525, 1745, 3518, 6542, 7583, 5632, 4288, 5290, 8788, 2419, 1419, 5858]"
534,"[3507, 8586, 7907, 928, 5054, 3365, 1284, 6532, 5271, 6797, 1770, 7296, 8955, 7966, 1615, 8169, 2603, 1347, 1875, 7327, 3569, 7992, 3860, 7490, 6447, 8300, 5451, 742, 218, 8962, 4587, 5265, 8747, 1103, 2444, 2703, 360, 2687, 7910, 7729, 7379, 7436, 8903, 4577, 7273, 5299, 6495, 3359, 3117, 5314, 5742, 3512, 1965, 8451, 2224, 1061, 7870, 3460, 5223, 6991, 5468, 766, 3404, 1039, 9013, 1518, 678, 8771, 5143, 8006, 4095, 5382, 7797, 7455, 1508, 1221, 1560, 2661, 5257, 7592, 7388, 6478, 2990, 2362, 2722, 2554, 1920, 6928, 4859, 2669, 6974, 383, 3760, 2115, 5006, 1245, 4135, 2927, 8294]"
535,"[8552, 3465, 1528, 7885, 5490, 7721, 5458, 1223, 640, 6300, 1221, 4093, 2053, 7360, 728, 7757, 1370, 3856, 1805, 1588, 7407, 2161, 7742, 3704, 1169, 8498, 2845, 292, 7356, 8730, 3208, 4165, 3095, 897, 2061, 3691, 1158, 426, 1927, 7581, 8687, 5004, 5425, 3038, 6921, 1637, 7999, 5429, 9049, 990, 3745, 4349, 5343, 1408, 3568, 676, 8886, 6549, 736, 2773, 2903, 6140, 8572, 6778, 7358, 1292, 1012, 2479, 8490, 4957, 8005, 1180, 3428, 5409, 7788, 1175, 6156, 2852, 1449, 8746, 7212, 7937, 778, 7150, 4066, 7664, 5064, 7881, 6507, 1264, 5028, 8245, 1783, 2237, 4146, 7371, 5331, 6982, 2221]"
536,"[4876, 651, 5134, 3225, 5783, 6836, 4491, 3685, 2313, 9000, 5116, 3870, 2650, 5975, 3773, 5354, 3646, 7537, 926, 6282, 1596, 1460, 8502, 3718, 1709, 8224, 5924, 8049, 4403, 514, 429, 7781, 7455, 2708, 1938, 7215, 5277, 1666, 8332, 6201, 8667, 8335, 6450, 4247, 1318, 7898, 5064, 2851, 6947, 6008, 692, 3419, 8460, 2058, 8409, 2084, 3438, 5118, 8072, 5822, 1282, 1822, 8750, 2278, 3735, 7617, 246, 4378, 7821, 1439, 8626, 4189, 7729, 2607, 6109, 7256, 5861, 1041, 3406, 8974, 8152, 4277, 5835, 1039, 1220, 1215, 3240, 4645, 1013, 8714, 3168, 1700, 7847, 6024, 6358, 5788, 7678, 9010, 473]"
537,"[17, 7970, 8156, 967, 3525, 8605, 3366, 7725, 540, 4848, 6781, 5879, 7634, 7944, 2110, 7730, 1210, 2615, 7791, 5116, 4490, 3101, 2144, 3165, 5120, 8768, 8140, 6796, 3288, 1458, 4973, 3881, 2898, 8296, 6223, 4111, 4116, 4443, 8671, 4627, 7863, 1665, 5089, 7933, 8598, 4661, 43, 6423, 6261, 4513, 7439, 7473, 7840, 1503, 1573, 5449, 6025, 2478, 5379, 6308, 6843, 262, 5143, 5609, 7957, 5077, 3632, 6635, 7553, 6197, 6838, 8655, 329, 5546, 4106, 4481, 1739, 2634, 2822, 2019, 2819, 9043, 255, 2331, 70, 452, 3702, 1220, 4480, 3409, 6826, 5164, 3796, 2863, 433, 3238, 7899, 1773, 7119]"
538,"[3646, 425, 697, 7285, 6154, 7689, 372, 6788, 7177, 8960, 2266, 1044, 7469, 3783, 5534, 7337, 7741, 4084, 4659, 760, 1116, 3938, 5553, 3899, 8718, 8441, 6085, 5412, 6801, 8177, 31, 5297, 1433, 8887, 5229, 8653, 4136, 7307, 6059, 7858, 8541, 1845, 4517, 2303, 776, 3508, 1758, 4205, 5984, 5663, 2418, 8307, 3618, 6668, 8801, 1526, 7554, 7613, 3280, 6247, 4847, 2700, 8154, 1144, 4763, 8836, 5831, 6905, 900, 4406, 6123, 8833, 7915, 7619, 6284, 4704, 6708, 8341, 7198, 6993, 6952, 2083, 6110, 3522, 6001, 599, 5751, 1117, 6005, 8556, 8670, 4684, 6796, 6396, 8952, 2983, 3330, 3948, 3319]"
539,"[6010, 2135, 6505, 1707, 5015, 7478, 6233, 3132, 2912, 1044, 7592, 957, 1544, 4732, 1289, 2954, 4727, 2258, 7021, 7635, 5769, 6198, 5574, 142, 5096, 5906, 3573, 8582, 4126, 7131, 4864, 1578, 868, 14, 5989, 4709, 324, 1837, 5412, 346, 1093, 7350, 3302, 3484, 26, 3298, 932, 4800, 6061, 7379, 2998, 4813, 5859, 6604, 7633, 592, 4891, 3278, 5488, 1584, 410, 8961, 727, 5550, 589, 8006, 231, 8459, 2129, 327, 7092, 8653, 2555, 4333, 1247, 6120, 519, 7747, 5629, 4632, 8238, 33, 2556, 3044, 8028, 1484, 354, 513, 6261, 8427, 3433, 6462, 191, 7812, 4788, 8610, 4587, 4545, 2472]"
540,"[4849, 846, 6034, 7732, 4397, 2243, 2301, 3849, 1610, 6501, 1819, 5327, 7662, 923, 4309, 6056, 4015, 369, 6818, 8308, 7116, 2604, 6305, 7641, 8358, 4958, 62, 6687, 4439, 1012, 6590, 1098, 8270, 6521, 5972, 3022, 2615, 431, 1621, 4194, 1023, 3117, 7820, 8106, 1629, 7702, 6464, 8505, 82, 670, 1627, 2641, 5570, 2599, 1069, 8916, 8425, 5606, 5050, 2529, 4150, 8111, 5576, 6748, 1052, 1492, 2753, 7478, 3084, 2370, 8474, 5779, 7188, 8726, 8152, 2310, 8882, 5396, 1660, 4404, 8914, 2680, 1888, 3099, 6609, 2434, 8415, 2036, 968, 1297, 4243, 8046, 3671, 1651, 5455, 8321, 8519, 8970, 4779]"
541,"[3460, 9035, 2114, 5801, 2437, 1368, 2932, 4846, 8491, 972, 4825, 4932, 1098, 5829, 5276, 4970, 5583, 5895, 5565, 1781, 2388, 892, 4258, 8270, 9042, 5254, 2342, 2362, 634, 3082, 4513, 2440, 7672, 2876, 8871, 4382, 1742, 7990, 1048, 8957, 2209, 4584, 5164, 2152, 1419, 8453, 2172, 3675, 729, 7713, 7634, 390, 3885, 3745, 7071, 6795, 8462, 5174, 8309, 4, 3657, 8553, 3272, 5790, 4587, 336, 1983, 1609, 5860, 5212, 2498, 5847, 513, 5467, 7834, 6693, 4071, 1129, 2090, 8414, 7609, 5681, 1852, 5077, 6102, 4609, 4709, 410, 5581, 3133, 2378, 6332, 4373, 7697, 756, 987, 1358, 1321, 3470]"
542,"[3102, 1371, 1306, 9028, 5471, 1286, 6156, 6471, 2045, 465, 5544, 3458, 2031, 3594, 612, 8692, 8042, 8062, 8867, 6518, 2397, 1955, 4662, 3113, 1098, 8736, 1434, 5067, 4386, 7433, 8358, 701, 4932, 3556, 2490, 4421, 1612, 6645, 8751, 2199, 7448, 3824, 3570, 4896, 1907, 2066, 6329, 5566, 2055, 3818, 8917, 8306, 2814, 6939, 1339, 410, 3254, 1550, 1795, 683, 6294, 4620, 7947, 3641, 504, 6862, 7637, 7486, 8345, 2456, 2358, 3179, 8289, 2138, 4239, 2809, 6429, 7610, 6144, 6160, 6614, 7764, 340, 5898, 1459, 3285, 610, 21, 7747, 6186, 8621, 5171, 6241, 3760, 7460, 3595, 2746, 3062, 5475]"
543,"[2158, 5584, 3018, 2365, 8043, 2397, 333, 4182, 618, 7324, 297, 8441, 2129, 977, 3681, 2486, 8380, 8955, 5102, 8103, 5925, 258, 2617, 5323, 7890, 6821, 8954, 6527, 3124, 1158, 1697, 2087, 4422, 394, 4727, 7365, 6465, 729, 7145, 6165, 1365, 8313, 8412, 8114, 1531, 1274, 1908, 4904, 8445, 8362, 6890, 8993, 8871, 8067, 5870, 1524, 6675, 5887, 6699, 715, 4120, 247, 5604, 8280, 7572, 2342, 7174, 4968, 7875, 5092, 7118, 5587, 3776, 8029, 5221, 588, 9011, 8448, 7503, 6053, 7113, 591, 6096, 6960, 8266, 7126, 3185, 2514, 6922, 6596, 4373, 1983, 8230, 8219, 8539, 7185, 5930, 2709, 2770]"
544,"[7680, 4967, 9026, 2191, 2846, 3174, 6421, 7860, 768, 2183, 6393, 573, 7844, 1729, 4067, 4553, 8014, 8766, 1762, 6841, 6144, 1458, 4737, 2778, 7083, 5766, 3877, 6519, 336, 8073, 7220, 8369, 4123, 8584, 3769, 2873, 5361, 5739, 7909, 8006, 210, 4570, 5290, 448, 1847, 3035, 8622, 6561, 4300, 1228, 6826, 737, 1068, 2339, 2493, 3647, 583, 4475, 5502, 5571, 539, 4697, 2544, 7245, 4752, 3100, 3378, 3629, 6525, 3439, 2084, 8401, 7682, 959, 961, 1804, 908, 249, 1678, 4894, 2565, 5563, 7660, 3733, 100, 6285, 4781, 8265, 393, 4980, 2359, 1431, 1289, 8773, 1827, 6566, 3863, 2881, 2260]"
545,"[3661, 8667, 8693, 5090, 3511, 6448, 376, 757, 6265, 2215, 4030, 6241, 1101, 6140, 1894, 8939, 5433, 7284, 4080, 3004, 6600, 853, 8662, 4503, 827, 8084, 1140, 6549, 7630, 5486, 4840, 5682, 7378, 6419, 6538, 5118, 109, 7669, 3065, 1308, 5875, 5391, 6435, 650, 1428, 3223, 1285, 3094, 2071, 6183, 8875, 1827, 6518, 4093, 6633, 8504, 2065, 8943, 950, 4739, 2684, 6982, 5318, 160, 4165, 8406, 245, 5108, 8435, 1377, 6750, 6578, 1989, 5915, 4150, 3414, 8055, 7335, 2212, 1944, 8637, 5620, 2476, 3576, 2610, 1984, 7287, 2023, 3610, 8158, 704, 4255, 6697, 2548, 4981, 7431, 4339, 1969, 5462]"
546,"[3437, 82, 7505, 6971, 8611, 2902, 5338, 2297, 6618, 6126, 7185, 4638, 6843, 6321, 4089, 7202, 4766, 4484, 3212, 5592, 3362, 3895, 5593, 1992, 5214, 3522, 6766, 4959, 6885, 1891, 5016, 7483, 4360, 7354, 5357, 3562, 1076, 3000, 8565, 4636, 7289, 7604, 113, 1724, 4373, 7713, 4144, 1719, 3736, 2300, 7685, 7039, 4205, 5980, 5166, 2145, 8706, 9052, 6498, 5694, 2309, 7234, 890, 8367, 3381, 314, 8828, 2906, 5935, 2957, 5747, 1932, 5091, 2233, 716, 8425, 5929, 5728, 4446, 4620, 73, 4316, 6646, 7119, 4977, 7450, 5882, 2202, 4906, 2147, 413, 2959, 5115, 5948, 6918, 3043, 3748, 3188, 1665]"
547,"[3869, 3559, 3460, 2338, 7288, 7623, 7856, 8623, 6760, 5481, 2797, 2875, 357, 8969, 3646, 4415, 1687, 7152, 2654, 1785, 3293, 7103, 6471, 4692, 108, 6595, 7606, 2494, 4887, 730, 2706, 1342, 7697, 5429, 3500, 3011, 3512, 1973, 930, 3493, 4035, 2280, 5242, 3046, 976, 718, 9063, 4212, 2271, 2924, 8019, 4346, 5698, 6132, 7879, 2943, 2756, 1897, 3733, 8814, 3416, 3835, 7382, 5219, 7073, 2806, 6360, 6185, 7694, 2185, 4695, 7649, 8948, 8778, 2026, 5893, 7698, 5694, 3236, 8283, 8793, 8504, 8225, 6195, 353, 5059, 8465, 5567, 5359, 3073, 2464, 5182, 7600, 5839, 5731, 401, 1320, 6504, 1724]"
548,"[473, 5729, 33, 8969, 1787, 2830, 3885, 7182, 7600, 4081, 1231, 4599, 4238, 6519, 6522, 642, 3751, 1612, 4411, 4116, 3544, 6665, 2637, 8816, 2658, 3490, 3820, 4200, 7728, 1883, 5445, 7210, 2188, 3672, 6667, 8555, 8980, 1688, 1740, 6935, 2897, 4544, 8336, 7463, 5533, 7190, 5536, 769, 4434, 1873, 7832, 2250, 7679, 333, 2965, 4790, 6148, 1513, 3429, 3307, 6940, 3480, 382, 3830, 4036, 911, 4464, 1743, 6004, 2851, 1863, 1522, 230, 6755, 4295, 4835, 4342, 8677, 8326, 3794, 6012, 973, 8496, 4886, 2595, 2939, 7275, 8065, 2429, 698, 1196, 2563, 3094, 8536, 761, 2919, 3562, 7359, 1232]"
549,"[7384, 189, 303, 2967, 5161, 664, 7877, 3966, 8622, 4384, 3339, 7265, 5066, 676, 2413, 2539, 40, 3016, 5248, 9017, 3572, 379, 1489, 5551, 5196, 6888, 3204, 517, 1259, 801, 7569, 5067, 865, 6683, 220, 635, 8749, 3725, 4926, 60, 6955, 8075, 6537, 4173, 5353, 1, 1647, 6965, 3160, 4335, 8933, 4997, 2956, 8868, 8337, 3488, 3568, 7608, 7875, 217, 141, 7509, 1913, 1987, 236, 364, 1133, 7346, 4600, 2513, 446, 8020, 3746, 6321, 1956, 1281, 6010, 7074, 6778, 103, 5715, 8632, 8678, 2870, 7579, 4771, 6830, 6488, 6750, 4595, 2575, 2460, 4332, 9050, 2987, 4459, 271, 4776, 5886]"
550,"[8976, 837, 2849, 6875, 4101, 4355, 3081, 4260, 7518, 6260, 8716, 5926, 7919, 1028, 842, 2016, 7018, 8095, 4778, 7061, 7934, 3053, 1653, 4366, 5633, 8355, 4258, 7604, 928, 3439, 8449, 16, 7156, 6027, 3232, 2958, 1018, 8773, 7091, 7056, 2835, 2969, 403, 5009, 3600, 5738, 6352, 1739, 5896, 5826, 479, 6832, 1576, 2903, 1639, 6267, 2120, 1673, 8317, 94, 7437, 2722, 4868, 7966, 8042, 2840, 3391, 1494, 6328, 22, 6289, 8472, 1421, 9009, 3080, 3489, 2558, 1512, 2230, 3738, 9012, 5909, 8579, 4145, 8760, 6953, 6740, 6257, 3022, 5129, 4261, 5821, 8971, 2819, 8593, 3136, 4861, 8748, 3864]"
551,"[6244, 789, 8279, 5025, 8233, 1020, 1555, 1842, 4482, 8372, 8304, 4456, 3162, 3088, 258, 302, 5344, 902, 4075, 1814, 7057, 3844, 6234, 6555, 6179, 229, 8689, 1979, 8550, 3301, 6800, 6885, 7466, 108, 1744, 7933, 544, 4208, 3642, 968, 4306, 457, 1269, 6348, 4460, 5533, 1850, 8055, 7584, 1732, 5839, 4672, 177, 1434, 8820, 1187, 6915, 7039, 6105, 6207, 835, 1529, 4218, 4743, 7305, 7238, 7541, 2384, 7532, 8772, 3930, 7361, 6327, 4297, 7604, 3894, 2694, 5376, 2993, 4329, 7134, 2204, 3160, 4405, 3282, 5660, 4926, 3126, 2546, 1637, 2047, 8396, 5540, 3766, 8584, 3205, 3307, 4961, 5538]"
552,"[3076, 2044, 6289, 7261, 616, 6195, 6450, 5040, 7976, 7848, 8407, 4088, 7608, 6439, 8164, 3564, 629, 6830, 8503, 8487, 2446, 8547, 4196, 5816, 1279, 7598, 5888, 3931, 7789, 3500, 4513, 2967, 5043, 1564, 7474, 455, 6128, 1392, 1098, 7631, 5620, 4500, 8152, 1023, 2632, 443, 6220, 8644, 6302, 419, 2502, 3447, 2222, 7434, 5479, 3347, 7112, 978, 6064, 6818, 751, 3736, 3690, 6909, 4356, 7528, 5505, 2236, 1008, 8871, 1044, 6157, 7939, 6323, 3867, 3526, 3879, 2404, 3631, 490, 3767, 4536, 2586, 589, 654, 6803, 4320, 4300, 3171, 5942, 8056, 6705, 8868, 1731, 5151, 2909, 8167, 2986, 8766]"
553,"[3380, 341, 8313, 6502, 7585, 454, 1064, 1939, 4301, 4173, 261, 3873, 6379, 3582, 462, 6030, 6469, 6918, 987, 6756, 451, 4577, 7377, 2210, 2493, 4112, 4039, 7772, 4598, 9050, 2154, 7608, 6830, 5253, 7236, 546, 5088, 3978, 176, 838, 1643, 3180, 4324, 4615, 3407, 8712, 137, 438, 6916, 2162, 2710, 3058, 6548, 4569, 408, 930, 5018, 5851, 5814, 6392, 2290, 3890, 5541, 6886, 3902, 4292, 3046, 4646, 4483, 7563, 8392, 8811, 8351, 4150, 1197, 3093, 7839, 3886, 8593, 2275, 5430, 9033, 5631, 474, 6116, 2420, 8756, 3314, 3535, 3769, 7439, 5613, 896, 7180, 629, 9042, 6709, 8955, 1822]"
554,"[3416, 4184, 3840, 4195, 113, 1694, 2036, 1047, 8123, 8510, 5420, 5658, 5223, 7491, 7603, 2915, 2099, 3261, 1049, 3696, 144, 4526, 3314, 1950, 8946, 6994, 7325, 5970, 6098, 2282, 6699, 4847, 960, 7200, 2978, 9063, 2798, 5085, 3610, 7600, 3598, 3287, 4612, 2298, 7352, 5275, 2167, 3772, 1538, 5207, 7162, 209, 5689, 5426, 4466, 2446, 6244, 6367, 3673, 3392, 7533, 3703, 1995, 5732, 5194, 2816, 8192, 2173, 3751, 737, 2753, 1112, 2408, 1085, 5925, 3765, 129, 7316, 1448, 1555, 2079, 7671, 3163, 1013, 1425, 5693, 8606, 4329, 7823, 61, 3585, 3931, 5373, 1660, 8597, 3162, 8421, 1180, 8314]"
555,"[432, 6211, 187, 7833, 1924, 7086, 698, 4140, 4712, 6683, 838, 3247, 7942, 5111, 4064, 344, 9065, 4265, 4452, 3355, 6261, 8598, 5494, 8963, 4356, 8186, 2551, 3606, 7090, 4491, 1196, 6105, 2689, 6199, 261, 6288, 2882, 2611, 21, 2416, 8241, 4639, 8908, 4641, 2427, 8572, 3656, 4362, 8130, 2746, 8284, 7045, 4493, 7554, 8415, 7078, 4088, 5681, 1235, 6641, 8523, 1840, 4224, 5696, 3004, 8479, 4403, 119, 128, 8402, 3234, 1698, 6180, 8658, 4206, 4372, 8015, 6303, 6870, 4572, 560, 6903, 6730, 3468, 3176, 2554, 3487, 337, 4619, 7812, 2555, 2327, 5177, 1186, 8601, 7391, 3016, 628, 2386]"
556,"[3985, 965, 6886, 1247, 6396, 2281, 2147, 1877, 4404, 2026, 6881, 3768, 2633, 5580, 3032, 1380, 2040, 4940, 8220, 4410, 7783, 5780, 1287, 7856, 2912, 2449, 1909, 7088, 1728, 3287, 1032, 7312, 2329, 1960, 4623, 5284, 8264, 4273, 122, 5819, 6381, 2358, 8638, 63, 8909, 6137, 470, 8469, 1616, 1262, 6256, 5131, 58, 2537, 5581, 1899, 2453, 810, 1038, 2883, 3785, 2357, 5793, 2908, 311, 189, 1241, 6486, 8925, 7647, 4513, 3536, 2426, 4988, 5977, 981, 4793, 1945, 710, 3869, 5414, 104, 433, 1445, 2269, 3295, 2860, 4885, 2604, 2507, 4692, 6919, 45, 5493, 7122, 222, 5866, 4528, 1725]"
557,"[7287, 4202, 4217, 1213, 8022, 6699, 4566, 8881, 4555, 3136, 5271, 4305, 6709, 5238, 4695, 3440, 2510, 4963, 101, 3491, 7007, 1694, 8148, 4014, 7121, 396, 3899, 5348, 3913, 8287, 1531, 7260, 8099, 510, 918, 7690, 7845, 8031, 7521, 5861, 6902, 6239, 1804, 4258, 3483, 7139, 1340, 7737, 1798, 1396, 284, 6267, 6245, 5031, 8997, 4897, 7061, 374, 3143, 7380, 3196, 489, 4606, 6206, 4196, 1299, 9024, 6127, 5169, 9009, 2809, 8166, 1725, 6687, 7598, 1303, 2876, 6659, 1743, 8246, 7043, 7213, 7170, 55, 1968, 711, 8209, 719, 2335, 1499, 7678, 7264, 4587, 6977, 2569, 5925, 2494, 4645, 4977]"
558,"[7833, 4758, 3176, 3403, 310, 7576, 6743, 8561, 384, 7546, 6542, 739, 7221, 6651, 2425, 3670, 8105, 5445, 6086, 5212, 4754, 2232, 4363, 2491, 4695, 8562, 1573, 3088, 759, 2229, 2550, 8857, 8944, 1225, 6318, 4546, 3710, 8624, 1977, 8015, 6758, 1572, 674, 1696, 8827, 1593, 2676, 581, 2091, 5529, 2544, 2877, 5665, 2050, 2351, 2426, 2847, 3907, 6720, 4285, 3082, 2454, 6611, 6761, 4905, 981, 7016, 3746, 7008, 949, 8031, 5418, 4649, 7831, 5362, 3013, 1610, 4688, 2512, 5734, 6439, 5015, 6246, 8758, 5449, 1565, 1106, 4562, 102, 7524, 7495, 2633, 5036, 1867, 7664, 8454, 1208, 7592, 3531]"
559,"[7934, 7842, 5364, 1829, 4468, 594, 7565, 3210, 407, 3618, 5242, 1643, 848, 477, 3785, 2375, 3655, 869, 2136, 5198, 5985, 4578, 4709, 7374, 5790, 2678, 4233, 5496, 6938, 1349, 4446, 5048, 56, 6640, 1977, 6455, 3854, 6136, 651, 1462, 1934, 7723, 6239, 8042, 5973, 3904, 2586, 7132, 3593, 8672, 5206, 670, 3622, 3567, 8277, 8772, 6037, 1938, 4158, 8440, 6015, 6950, 6557, 4779, 3936, 4939, 8969, 5714, 2452, 6104, 1772, 8997, 8435, 6810, 6133, 6422, 5192, 1070, 6423, 2691, 3414, 7956, 7672, 1145, 8373, 8793, 4397, 2228, 6850, 2145, 7944, 4174, 2791, 1975, 361, 4457, 3841, 6749, 7960]"
560,"[6962, 2853, 8815, 4968, 3052, 1974, 2871, 1142, 8515, 4832, 7360, 4988, 6908, 1586, 5977, 8793, 1754, 7170, 6680, 4106, 5635, 5347, 5987, 959, 7793, 6003, 6259, 8008, 1317, 7897, 4347, 7021, 8576, 7010, 4508, 2432, 3222, 4327, 2681, 5019, 5154, 845, 4719, 7180, 8411, 8955, 7981, 2390, 8015, 3064, 1023, 5231, 928, 4200, 6235, 7463, 2257, 5365, 9025, 8949, 5196, 934, 5509, 2289, 5670, 5778, 763, 4938, 4488, 2425, 4368, 3501, 5466, 3245, 5505, 3909, 2688, 3889, 890, 8035, 3513, 1659, 5, 6892, 8150, 1076, 1693, 7252, 7704, 6271, 2388, 2003, 588, 4238, 2063, 2907, 2284, 5960, 3158]"
